Country,Year,HAQ_Index,Life_Expectancy,Health_Expenditure,Efficiency_Score
Slovakia,2005,72.2,74.1562,1096.3446,0.06585520647431474
Slovakia,2010,74.9,75.4963,1947.5238,0.03845909354227148
Slovakia,2015,78.6,76.6505,2033.7666,0.0386475026190321
Slovenia,2005,79.8,77.5029,1910.003,0.041780039088943836
Slovenia,2010,84.3,79.3008,2384.84,0.03534828332299022
Slovenia,2015,87.4,80.4994,2689.4204,0.03249770842818029
Solomon Islands,2005,38.0,67.79,131.7103,0.2885119842563566
Solomon Islands,2010,40.1,68.6694,96.05609,0.4174644210481605
Solomon Islands,2015,43.1,69.3234,104.81958,0.41118271986970373
Somalia,2015,34.2,55.0555,42.495403,0.804792932543786
South Africa,2005,45.2,53.9142,716.4522,0.06308864708629551
South Africa,2010,49.4,58.8863,984.89764,0.050157496569897354
South Africa,2015,52.0,64.0532,1078.9084,0.048196862680835555
South Korea,2005,80.4,78.4486,1226.3981,0.06555783150675136
South Korea,2010,83.9,80.7172,1948.6875,0.04305462009686007
South Korea,2015,85.8,82.5404,2573.4229,0.03334080846175729
Spain,2005,84.1,80.3196,2166.7703,0.03881352813447738
Spain,2010,87.2,82.0063,2922.4543,0.02983793450593907
Spain,2015,89.6,82.6109,3233.0425,0.027713833022609505
Sri Lanka,2005,63.8,73.0733,220.28352,0.28962675010822414
Sri Lanka,2010,68.9,74.4626,308.05713,0.2236598127107138
Sri Lanka,2015,72.8,75.9899,434.5347,0.167535527082187
Sudan,2005,44.9,57.2263,139.50296,0.321856969916624
Sudan,2010,47.4,62.9792,192.49292,0.24624282285291324
Sudan,2015,50.1,64.3746,242.30711,0.20676240164805731
Suriname,2005,51.0,66.9974,569.3198,0.08958058370708344
Suriname,2010,53.5,69.6262,655.93964,0.08156238278265969
Suriname,2015,56.7,70.5671,960.8836,0.05900818788040508
Sweden,2005,87.0,80.6213,2796.1748,0.03111393465100966
Sweden,2010,88.7,81.519,3506.3638,0.02529686166620817
Sweden,2015,90.5,82.1844,5360.9106,0.01688146039965673
Switzerland,2005,88.2,81.2362,4179.6406,0.02110229286221404
Switzerland,2010,90.1,82.2873,5437.631,0.016569715745698814
Switzerland,2015,91.8,82.8461,7166.5864,0.012809445791374259
Syria,2005,71.4,72.7966,214.23557,0.3332779892713428
Syria,2010,73.8,73.5417,206.49654,0.35739097613935805
Syria,2015,74.6,63.2651,136.46841,0.5466466561748612
Tajikistan,2005,51.7,66.5313,87.08584,0.5936671220028422
Tajikistan,2010,55.4,68.3698,131.39214,0.4216386155214459
Tajikistan,2015,58.6,69.6647,195.14166,0.30029466798632337
Tanzania,2005,46.7,57.675,91.60944,0.5097727919742768
Tanzania,2010,48.8,61.1266,104.47859,0.46708134173709653
Tanzania,2015,49.9,63.9284,82.08023,0.6079417662450507
Thailand,2005,64.8,72.8938,321.31357,0.20167215471167307
Thailand,2010,68.4,75.0117,438.41663,0.15601597959456967
Thailand,2015,70.8,76.5631,608.3211,0.11638590211649735
Togo,2005,40.1,55.9159,52.020206,0.7708543099579421
Togo,2010,41.8,57.2266,66.59814,0.6276451564563214
Togo,2015,44.3,59.2201,117.43011,0.37724566552820227
Tonga,2005,58.4,70.56,168.06491,0.347484790251576
Tonga,2010,60.1,71.3185,190.69196,0.3151679808629583
Tonga,2015,62.1,71.851,231.88191,0.267808730745749
Trinidad and Tobago,2005,58.6,70.1847,1011.0111,0.05796177707643368
Trinidad and Tobago,2010,60.5,71.809,1510.3431,0.04005712344433526
Trinidad and Tobago,2015,62.1,72.8817,1592.0923,0.03900527626444773
Tunisia,2005,64.5,73.7117,415.4882,0.15523906575445465
Tunisia,2010,67.4,74.4376,592.0939,0.11383329569853702
Tunisia,2015,70.1,74.8748,669.961,0.10463295624670689
Turkey,2005,68.6,73.5098,575.37213,0.11922718606478211
Turkey,2010,74.3,74.9642,868.31616,0.08556791111661448
Turkey,2015,76.2,76.5389,1040.8461,0.07320967047866155
Turkmenistan,2005,51.1,66.2747,524.5236,0.09742173660060291
Turkmenistan,2010,54.5,68.6078,448.25427,0.12158277934530327
Turkmenistan,2015,58.1,69.0608,800.7709,0.07255508410707733
Uganda,2005,38.2,54.9264,74.22518,0.5146501497200816
Uganda,2010,41.4,59.9593,141.44057,0.29270244032528997
Uganda,2015,42.9,63.8315,116.62207,0.36785490087768125
Ukraine,2005,64.4,67.5168,436.56943,0.14751376430548516
Ukraine,2010,70.5,70.1883,554.7999,0.12707284193814744
Ukraine,2015,72.7,72.6862,733.0954,0.099168539319712
United Arab Emirates,2005,69.0,80.779,2310.3748,0.02986528419544742
United Arab Emirates,2010,71.4,81.886,3101.9739,0.02301760179220077
United Arab Emirates,2015,72.2,82.0759,2437.3496,0.029622340594882245
United Kingdom,2005,80.6,79.1061,2742.2693,0.029391715831847732
United Kingdom,2010,82.7,80.3908,3571.774,0.023153760568277837
United Kingdom,2015,84.6,80.919,4225.9165,0.0200193259852626
United States,2005,78.8,77.5264,6428.602,0.01225771948551178
United States,2010,80.5,78.6681,7836.0884,0.010272982627403745
United States,2015,81.3,78.7219,9200.932,0.008836061390302633
Uruguay,2005,68.7,75.8286,1036.1068,0.06630590591626269
Uruguay,2010,70.6,76.6911,1475.0114,0.047864036847444016
Uruguay,2015,72.0,77.2847,1844.4529,0.03903596562427807
Uzbekistan,2005,56.1,67.481,203.4249,0.2757774490733435
Uzbekistan,2010,59.2,69.8364,291.72372,0.20293173280527205
Uzbekistan,2015,62.3,71.3298,322.02545,0.19346297008512836
Vanuatu,2005,38.4,69.1656,75.583374,0.5080482382276292
Vanuatu,2010,41.1,69.5703,96.39211,0.42638344569903075
Vanuatu,2015,43.1,70.1632,124.431725,0.3463746886093559
Vietnam,2005,59.6,73.1983,168.13667,0.35447353632018525
Vietnam,2010,63.0,73.6107,273.31213,0.23050568593497842
Vietnam,2015,66.3,73.9554,361.4396,0.1834331379295462
World,2005,47.8,68.1405,792.3979,0.060323229024206136
World,2010,51.0,70.089,1025.0178,0.049755233518871574
World,2015,53.7,71.606,1240.5546,0.043287091112313804
Yemen,2005,44.5,65.3561,162.07915,0.27455721479289596
Yemen,2010,47.8,67.223,185.89195,0.2571386227321839
Yemen,2015,49.6,66.7613,142.58134,0.34787160788361227
Zambia,2005,35.5,51.6147,140.0895,0.25340942754453405
Zambia,2010,37.4,56.896,128.06586,0.292037237715032
Zambia,2015,41.6,60.7284,147.84148,0.28138246451537147
Zimbabwe,2010,42.1,51.9252,182.33223,0.23089719244919013
Zimbabwe,2015,48.7,58.9895,191.68187,0.2540668035010301
